"category","name","name_en","attack","huixin","next","fire","water","thunder","ice","dragon","sleep","paralyze","poison","blasting","defense","phial","shelling","kinsect","snipe","speed","cut0","cut5","automatic","offset","hole","notes_desc","qushe","xuli","xuli_add","coatings","coatings_up","recoil","reload","ammo","previous","views","created_at","updated_at","created_by","id","_read_perm","_write_perm"
"大剑","蛙式・伏身撞","TetranadonCutter","160","0","","0","24","0","0","0","0","0","0","0","20","","","","","","8,18,22,12,0,0,0","8,18,22,20,2,0,0","","","0-1-0","","","","","","","","","","606434d02b316f002abb4da3","4","1617179856","1617642841","80067813","606434d02b316f002abb4da4","[""user:anonymous""]","[]"
"大剑","龙颚Ⅰ","JawbladeI","120","0","","0","0","0","0","0","0","0","0","0","0","","","","","","20,8,12,0,0,0,0","20,8,22,0,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4da6","6","1617179856","1617643681","80067813","606434d02b316f002abb4da7","[""user:anonymous""]","[]"
"大剑","隐秘斩切刀Ⅱ","HiddenBladeII","160","30","","0","0","0","0","0","0","0","0","0","0","","","","","","20,6,14,20,10,0,0","20,6,14,20,16,4,0","","","0-1-0","","","","","","","","","","606434d02b316f002abb4d8a","26","1617179856","1617671161","80067813","606434d02b316f002abb4d8b","[""user:anonymous""]","[]"
"大剑","铁剑Ⅰ","IronSwordI","80","0","","0","0","0","0","0","0","0","0","0","0","","","","","","16,14,10,0,0,0,0","16,14,20,0,0,0,0","","","0-0-0","","","","","","","","","","","2","1617179856","1617642481","80067813","606434d02b316f002abb4d90","[""user:anonymous""]","[]"
"大剑","镰鼬风剑Ⅰ","IzuchiBladeI","60","10","","0","0","0","0","0","0","0","0","0","0","","","","","","6,14,20,0,0,0,0","6,14,28,2,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d6d","2","1617179856","1617668641","80067813","606434d02b316f002abb4d84","[""user:anonymous""]","[]"
"大剑","人鱼出鞘Ⅰ","FrilledBladeI","90","0","","0","0","0","0","0","16","0","0","0","0","","","","","","10,10,24,6,0,0,0","10,10,24,16,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d85","1","1617179856","1617599341","80067813","606434d02b316f002abb4d8d","[""user:anonymous""]","[]"
"大剑","雪鬼兽嗖！","AbominableGreatSword","230","-15","","0","0","0","20","0","0","0","0","0","0","","","","","","20,6,20,8,6,0,0","20,6,20,8,14,2,0","","","0-1-0","","","","","","","","","","606434d02b316f002abb4d74","106","1617179856","1617675721","80067813","606434d02b316f002abb4d75","[""user:anonymous""]","[]"
"大剑","灼炎大刀Ⅰ","BarbaroiBladeI","100","0","","40","0","0","0","0","0","0","0","0","10","","","","","","14,8,24,4,0,0,0","14,8,24,14,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d92","3","1617179856","1617635281","80067813","606434d02b316f002abb4d96","[""user:anonymous""]","[]"
"大剑","巨骨剑Ⅰ","GolemBladeI","180","0","","0","0","0","0","0","0","0","0","0","0","","","","","","22,12,14,8,4,0,0","22,12,14,8,14,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4da8","6","1617179856","1617661203","80067813","606434d02b316f002abb4dab","[""user:anonymous""]","[]"
"大剑","狐大剑【夜宿樱花树】Ⅰ","HanayakoYohinoI","110","10","","0","20","0","0","0","0","0","0","0","0","","","","","","14,10,8,8,0,0,0","14,10,8,12,6,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d6f","8","1617179856","1617674404","80067813","606434d02b316f002abb4d76","[""user:anonymous""]","[]"
"大剑","轰龙颚Ⅰ","TigerJawbladeI","150","-20","","0","0","0","0","0","0","0","0","0","0","","","","","","14,6,20,18,2,0,0","14,6,20,18,12,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d7c","16","1617179856","1617669721","80067813","606434d02b316f002abb4d7e","[""user:anonymous""]","[]"
"大剑","蛇剑【毒蛾】Ⅱ","DeadlySerpentbladeII","100","0","","0","0","0","0","0","0","0","42","0","0","","","","","","12,8,10,10,0,0,0","12,8,10,20,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d87","3","1617179856","1617643803","80067813","606434d02b316f002abb4d88","[""user:anonymous""]","[]"
"大剑","隐秘斩切刀Ⅰ","HiddenBladeI","110","30","","0","0","0","0","0","0","0","0","0","0","","","","","","10,14,16,20,0,0,0","10,14,16,20,10,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d87","17","1617179856","1617674281","80067813","606434d02b316f002abb4d8a","[""user:anonymous""]","[]"
"大剑","钢剑","SteelSword","100","0","","0","0","0","0","0","0","0","0","0","0","","","","","","14,12,14,0,0,0,0","14,12,24,0,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d90","2","1617179856","1617643561","80067813","606434d02b316f002abb4d91","[""user:anonymous""]","[]"
"大剑","冰凌白牙Ⅰ","IcicleFangI","100","30","","0","0","0","30","0","0","0","0","0","0","","","","","","10,12,14,14,0,0,0","10,12,14,20,4,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d91","5","1617179856","1617668761","80067813","606434d02b316f002abb4d9c","[""user:anonymous""]","[]"
"大剑","晓之大剑刃骑","DaybreakCleaver","160","0","","27","0","0","0","0","0","0","0","0","0","","","","","","6,10,16,26,2,0,0","6,10,16,26,8,4,0","","","0-1-0","","","","","","","","","","606434d02b316f002abb4da0","18","1617179856","1617673322","80067813","606434d02b316f002abb4da1","[""user:anonymous""]","[]"
"大剑","亢龙牙剑","GreatWyvernFang","180","0","","0","0","0","0","30","0","0","0","0","0","","","","","","18,10,24,8,0,0,0","18,10,24,14,4,0,0","","","2-0-0","","","","","","","","","","606434d02b316f002abb4da9","11","1617179856","1617643321","80067813","606434d02b316f002abb4daa","[""user:anonymous""]","[]"
"大剑","刚剑塔罗斯","BladeofTalos","200","0","","0","0","0","0","0","0","0","0","0","0","","","","","","18,14,16,16,6,0,0","18,14,16,16,12,4,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dab","28","1617179856","1617676081","80067813","606434d02b316f002abb4dac","[""user:anonymous""]","[]"
"大剑","怪力坏剑Ⅱ","AxebladeII","150","0","","0","0","0","0","0","0","0","0","0","0","","","","","","14,16,16,4,0,0,0","14,16,16,14,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d78","5","1617179856","1617643321","80067813","606434d02b316f002abb4d79","[""user:anonymous""]","[]"
"大剑","奇怪龙大剑Ⅱ","KhezuShockSwordII","110","0","","0","0","35","0","0","0","0","0","0","0","","","","","","14,14,14,8,0,0,0","14,14,14,18,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d81","3","1617179856","1617668161","80067813","606434d02b316f002abb4d82","[""user:anonymous""]","[]"
"大剑","毒妖喉剑","DaturaCleaver","170","0","","0","0","0","0","0","0","0","36","0","0","","","","","","12,12,10,18,8,0,0","12,12,10,18,18,0,0","","","1-1-0","","","","","","","","","","606434d02b316f002abb4d9a","7","1617179856","1617668041","80067813","606434d02b316f002abb4d9b","[""user:anonymous""]","[]"
"大剑","伏身撞Ⅰ","TetranadonEdgeI","110","0","","0","18","0","0","0","0","0","0","0","10","","","","","","6,12,18,4,0,0,0","6,12,18,14,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d91","5","1617179856","1617631561","80067813","606434d02b316f002abb4da2","[""user:anonymous""]","[]"
"大剑","骨刃Ⅰ","BoneBladeI","90","0","","0","0","0","0","0","0","0","0","0","0","","","","","","14,18,8,0,0,0,0","14,18,18,0,0,0,0","","","0-0-0","","","","","","","","","","","4","1617179856","1617668161","80067813","606434d02b316f002abb4da5","[""user:anonymous""]","[]"
"大剑","暗夜剑【宵暗】","DarkofNight","180","35","","0","0","0","0","0","0","0","0","0","0","","","","","","14,8,24,18,12,4,0","14,8,24,18,12,4,0","","","0-1-0","","","","","","","","","","606434d02b316f002abb4d8b","147","1617179856","1617675961","80067813","606434d02b316f002abb4d8c","[""user:anonymous""]","[]"
"大剑","炎火铁大剑Ⅰ","KamuraCleaverI","50","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,18,12,0,0,0,0","10,18,20,2,0,0,0","","","0-0-0","","","","","","","","","","","31","1617179856","1617674641","80067813","606434d02b316f002abb4d6d","[""user:anonymous""]","[]"
"大剑","炎火铁大剑Ⅱ","KamuraCleaverII","60","0","","0","0","0","0","0","0","0","0","0","0","","","","","","12,14,14,0,0,0,0","12,14,22,2,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d6d","7","1617179856","1617669961","80067813","606434d02b316f002abb4d6e","[""user:anonymous""]","[]"
"大剑","土砂巨剑","CarapaceBlade","200","-20","","0","0","0","0","0","0","0","0","0","0","","","","","","12,8,38,10,2,0,0","12,8,38,10,8,4,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d7c","5","1617179856","1617671161","80067813","606434d02b316f002abb4d7d","[""user:anonymous""]","[]"
"大剑","铬金死亡剃刀","ChromeQuietus","180","0","","0","0","0","0","0","0","0","40","0","0","","","","","","16,8,18,14,4,0,0","16,8,18,14,10,4,0","","","2-0-0","","","","","","","","","","606434d02b316f002abb4d94","10","1617179856","1617667441","80067813","606434d02b316f002abb4d95","[""user:anonymous""]","[]"
"大剑","避役大剑Ⅱ","PukeiEdgeII","130","0","","0","0","0","0","0","0","0","30","0","0","","","","","","12,18,8,12,0,0,0","12,18,8,22,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d99","4","1617179856","1617636002","80067813","606434d02b316f002abb4d9a","[""user:anonymous""]","[]"
"大剑","土砂大剑Ⅰ","CarapaceSwordI","120","-20","","0","0","0","0","0","0","0","0","0","0","","","","","","10,12,24,4,0,0,0","10,12,24,14,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d6d","2","1617179856","1617642602","80067813","606434d02b316f002abb4d7b","[""user:anonymous""]","[]"
"大剑","轰大剑【王虎】","TigrexGreatSword","210","-15","","0","0","0","0","0","0","0","0","0","0","","","","","","10,8,24,24,10,4,0","10,8,24,24,10,4,0","","","1-0-0","","","","","","","","","","606434d02b316f002abb4d7f","172","1617179856","1617675721","80067813","606434d02b316f002abb4d80","[""user:anonymous""]","[]"
"大剑","奇怪龙长剑","KhezuShockBlade","140","0","","0","0","40","0","0","0","0","0","0","0","","","","","","20,8,14,14,4,0,0","20,8,14,14,10,4,0","","","0-1-0","","","","","","","","","","606434d02b316f002abb4d82","6","1617179856","1617637681","80067813","606434d02b316f002abb4d83","[""user:anonymous""]","[]"
"大剑","梦幻人鱼出鞘","IllusoryFrilledBlade","160","0","","0","0","0","0","0","22","0","0","0","0","","","","","","10,18,24,18,0,0,0","10,18,24,24,4,0,0","","","1-1-0","","","","","","","","","","606434d02b316f002abb4d8e","5","1617179856","1617647521","80067813","606434d02b316f002abb4d8f","[""user:anonymous""]","[]"
"大剑","灼炎大刀Ⅱ","BarbaroiBladeII","130","0","","42","0","0","0","0","0","0","0","0","15","","","","","","12,10,22,6,0,0,0","12,10,22,16,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d96","6","1617179856","1617667921","80067813","606434d02b316f002abb4d97","[""user:anonymous""]","[]"
"大剑","深红角龙大刀","CrimsonGoat","160","0","","45","0","0","0","0","0","0","0","0","20","","","","","","10,12,30,6,2,0,0","10,12,30,6,12,0,0","","","1-1-0","","","","","","","","","","606434d02b316f002abb4d97","8","1617179856","1617668161","80067813","606434d02b316f002abb4d98","[""user:anonymous""]","[]"
"大剑","伞巨刃Ⅱ","AknosomBladeII","130","0","","23","0","0","0","0","0","0","0","0","0","","","","","","6,10,18,16,0,0,0","6,10,18,26,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d9f","8","1617179856","1617673322","80067813","606434d02b316f002abb4da0","[""user:anonymous""]","[]"
"大剑","奇怪龙大剑Ⅰ","KhezuShockSwordI","90","0","","0","0","30","0","0","0","0","0","0","0","","","","","","14,10,10,6,0,0,0","14,10,10,16,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d6d","4","1617179856","1617637561","80067813","606434d02b316f002abb4d81","[""user:anonymous""]","[]"
"大剑","怪力坏剑Ⅰ","AxebladeI","120","0","","0","0","0","0","0","0","0","0","0","0","","","","","","20,12,16,2,0,0,0","20,12,16,12,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d6f","3","1617179856","1617613921","80067813","606434d02b316f002abb4d78","[""user:anonymous""]","[]"
"大剑","龙牙剑Ⅰ","WyvernFangI","150","0","","0","0","0","0","27","0","0","0","0","0","","","","","","18,6,22,4,0,0,0","18,6,22,14,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4da8","4","1617179856","1617668402","80067813","606434d02b316f002abb4da9","[""user:anonymous""]","[]"
"大剑","土砂大剑Ⅱ","CarapaceSwordII","130","-20","","0","0","0","0","0","0","0","0","0","0","","","","","","10,12,22,6,0,0,0","10,12,22,14,2,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d7b","6","1617179856","1617668402","80067813","606434d02b316f002abb4d7c","[""user:anonymous""]","[]"
"大剑","蛇剑【毒蛇】","PoisonSerpentblade","160","0","","0","0","0","0","0","0","0","45","0","0","","","","","","26,4,14,14,2,0,0","26,4,14,14,10,2,0","","","2-1-0","","","","","","","","","","606434d02b316f002abb4d88","6","1617179856","1617667921","80067813","606434d02b316f002abb4d89","[""user:anonymous""]","[]"
"大剑","镰鼬暴风剑","SnapperBlade","150","15","","0","0","0","0","0","0","0","0","0","0","","","","","","10,18,14,14,4,0,0","10,18,14,14,14,0,0","","","1-1-0","","","","","","","","","","606434d02b316f002abb4d85","6","1617179856","1617620761","80067813","606434d02b316f002abb4d86","[""user:anonymous""]","[]"
"大剑","蛇剑【毒蛾】Ⅰ","DeadlySerpentbladeI","90","0","","0","0","0","0","0","0","0","40","0","0","","","","","","8,12,16,4,0,0,0","8,12,16,14,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d85","2","1617179856","1617668761","80067813","606434d02b316f002abb4d87","[""user:anonymous""]","[]"
"大剑","破坏者大剑Ⅰ","BusterSwordI","110","0","","0","0","0","0","0","0","0","0","0","0","","","","","","12,12,12,4,0,0,0","12,12,12,14,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d91","2","1617179856","1617598804","80067813","606434d02b316f002abb4d92","[""user:anonymous""]","[]"
"大剑","避役大剑Ⅰ","PukeiEdgeI","100","0","","0","0","0","0","0","0","0","24","0","0","","","","","","12,14,6,8,0,0,0","12,14,6,18,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4d92","5","1617179856","1617668521","80067813","606434d02b316f002abb4d99","[""user:anonymous""]","[]"
"大剑","伏身撞Ⅱ","TetranadonEdgeII","130","0","","0","20","0","0","0","0","0","0","0","15","","","","","","6,18,20,6,0,0,0","6,18,20,16,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4da2","2","1617179856","1617631561","80067813","606434d02b316f002abb4da3","[""user:anonymous""]","[]"
"大剑","斩骨大剑","BoneSlasher","110","0","","0","0","0","0","0","0","0","0","0","0","","","","","","16,14,10,0,0,0,0","16,14,20,0,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4da5","7","1617179856","1617672481","80067813","606434d02b316f002abb4da6","[""user:anonymous""]","[]"
"大剑","暴雨大剑Ⅱ","CataclysmSwordII","100","0","","0","32","0","0","0","0","0","0","0","0","","","","","","10,14,16,10,0,0,0","10,14,16,20,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dc0","6","1617179856","1617668402","80067813","606434d02b316f002abb4dc1","[""user:anonymous""]","[]"
"大剑","睡贝大剑珠母贝","SoporificShellblade","180","0","","0","0","0","0","0","15","0","0","0","20","","","","","","10,14,26,10,0,0,0","10,14,26,14,6,0,0","","","1-0-1","","","","","","","","","","606434d02b316f002abb4dd2","5","1617179856","1617668161","80067813","606434d02b316f002abb4dd3","[""user:anonymous""]","[]"
"大剑","争执角Ⅰ","QuarrelHornswordI","170","-25","","0","0","0","0","0","0","0","0","0","8","","","","","","12,8,10,20,0,0,0","12,8,10,22,8,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4da8","3","1617179856","1617668281","80067813","606434d02b316f002abb4db5","[""user:anonymous""]","[]"
"大剑","赤翼Ⅰ","RedWingI","180","0","","36","0","0","0","0","0","0","0","0","0","","","","","","14,16,16,22,2,0,0","14,16,16,22,10,2,0","","","1-0-0","","","","","","","","","","606434d02b316f002abb4db0","4","1617179856","1617668161","80067813","606434d02b316f002abb4db3","[""user:anonymous""]","[]"
"大剑","忍伞【吞龙】Ⅱ","NinjaParasolII","170","0","","0","0","0","0","22","0","0","0","0","0","","","","","","22,22,10,6,0,0,0","22,22,10,8,8,0,0","","","3-0-0","","","","","","","","","","606434d02b316f002abb4dd7","8","1617179856","1617672721","80067813","606434d02b316f002abb4dd8","[""user:anonymous""]","[]"
"大剑","猫魂Ⅰ","Cat'sSoulI","100","0","","0","0","0","0","0","0","36","0","0","0","","","","","","14,8,10,8,0,0,0","14,8,10,18,0,0,0","","","0-1-0","","","","","","","","","","","4","1617179856","1617643681","80067813","606434d02b316f002abb4dda","[""user:anonymous""]","[]"
"大剑","炎羽大剑Ⅱ","FlammenzahnII","200","-20","","24","0","0","0","0","0","0","0","0","0","","","","","","24,20,6,10,0,0,0","24,20,6,18,2,0,0","","","0-0-1","","","","","","","","","","606434d02b316f002abb4dbb","3","1617179856","1617643681","80067813","606434d02b316f002abb4dbc","[""user:anonymous""]","[]"
"大剑","猫之咒怨","Cat'sCurse","150","0","","0","0","0","0","0","0","45","0","0","0","","","","","","8,12,16,14,0,0,0","8,12,16,18,6,0,0","","","0-0-1","","","","","","","","","","606434d02b316f002abb4ddb","9","1617179856","1617669362","80067813","606434d02b316f002abb4ddc","[""user:anonymous""]","[]"
"大剑","毒断群居菌菇","RoguishDeathcap","210","0","","0","0","0","0","0","0","0","35","0","0","","","","","","6,6,34,4,0,0,0","6,6,34,10,4,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dcf","10","1617179856","1617675242","80067813","606434d02b316f002abb4dd0","[""user:anonymous""]","[]"
"大剑","百龙大剑Ⅲ","RampageCleaverIII","180","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,14,16,6,4,0,0","10,14,16,6,14,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dde","4","1617179856","1617671281","80067813","606434d02b316f002abb4ddf","[""user:anonymous""]","[]"
"大剑","百龙大剑Ⅳ","RampageCleaverIV","190","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,14,14,6,6,0,0","10,14,14,6,16,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4ddf","22","1617179856","1617675242","80067813","606434d02b316f002abb4de0","[""user:anonymous""]","[]"
"大剑","女武神骨剑Ⅱ","ValkyrieBladeII","180","0","","0","0","0","0","0","0","0","25","0","0","","","","","","12,12,20,22,4,0,0","12,12,20,22,14,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dad","5","1617179856","1617668881","80067813","606434d02b316f002abb4dae","[""user:anonymous""]","[]"
"大剑","野蛮大剑","JaggiGreatblade","180","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,32,6,6,6,0,0","10,32,6,6,10,6,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4db9","14","1617179856","1617671281","80067813","606434d02b316f002abb4dba","[""user:anonymous""]","[]"
"大剑","炎羽大剑Ⅰ","FlammenzahnI","140","-20","","20","0","0","0","0","0","0","0","0","0","","","","","","24,14,6,6,0,0,0","24,14,6,16,0,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4db9","5","1617179856","1617668161","80067813","606434d02b316f002abb4dbb","[""user:anonymous""]","[]"
"大剑","暴雨巨刃","CataclysmBlade","170","0","","0","35","0","0","0","0","0","0","0","0","","","","","","12,8,24,16,0,0,0","12,8,24,20,6,0,0","","","2-1-0","","","","","","","","","","606434d02b316f002abb4dc1","4","1617179856","1617643081","80067813","606434d02b316f002abb4dc2","[""user:anonymous""]","[]"
"大剑","白兔大剑夏洛特","LagombiCharlotte","150","0","","0","0","0","35","0","0","0","0","0","0","","","","","","12,6,20,20,2,0,0","12,6,20,20,8,4,0","","","2-0-0","","","","","","","","","","606434d02b316f002abb4dc4","6","1617179856","1617671281","80067813","606434d02b316f002abb4dc5","[""user:anonymous""]","[]"
"大剑","龙之栖所Ⅱ","Wyvern'sPerchII","180","0","","0","0","0","0","0","0","0","32","0","0","","","","","","6,8,34,2,0,0,0","6,8,34,10,2,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dce","3","1617179856","1617636002","80067813","606434d02b316f002abb4dcf","[""user:anonymous""]","[]"
"大剑","祸大剑【封】Ⅱ","SinisterBladeII","140","0","","0","0","0","0","0","0","0","0","18","0","","","","","","34,4,4,18,0,0,0","34,4,4,22,6,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dc6","10","1617179856","1617671281","80067813","606434d02b316f002abb4dc7","[""user:anonymous""]","[]"
"大剑","让人沉眠的贝大剑Ⅱ","SleepyShellbladeII","120","0","","0","0","0","0","0","10","0","0","0","17","","","","","","8,18,20,4,0,0,0","8,18,20,12,2,0,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dd1","3","1617179856","1617668041","80067813","606434d02b316f002abb4dd2","[""user:anonymous""]","[]"
"大剑","齐格琳德王后","Sieglinde","210","0","","0","0","0","0","0","0","0","28","0","0","","","","","","18,8,22,14,8,0,0","18,8,22,14,14,4,0","","","0-0-0","","","","","","","","","","606434d02b316f002abb4dae","59","1617179856","1617676081","80067813","606434d02b316f002abb4daf","[""user:anonymous""]","[]"
