"item","num","gailv","mission","created_at","updated_at","created_by","id","_read_perm","_write_perm"
"{""name"": ""\u84dd\u8611\u83c7"", ""desc"": ""\u79d8\u85cf\u589e\u5f3a\u4f5c\u7528\u7684\u8611\u83c7\u3002\u8c03\u548c\u5404\u79cd\u56de\u590d\u9053\u5177\u7684\u5fc5\u8981\u7d20\u6750\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png"", ""name_jp"": ""\u30a2\u30aa\u30ad\u30ce\u30b3"", ""created_at"": 1616846216, ""updated_at"": 1617887105, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2d4"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","24","{""name"": ""\u5706\u5706\u9178\u6d46"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb38\u4e2a\u706b\u7403\u9178\u6d46"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u559c\u6b22\u53ef\u7231\u4e8b\u7269\u7684\u6751\u5e84\u59d1\u5a18"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f6"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17932e","[""user:anonymous""]","[]"
"{""name"": ""\u84dd\u8611\u83c7"", ""desc"": ""\u79d8\u85cf\u589e\u5f3a\u4f5c\u7528\u7684\u8611\u83c7\u3002\u8c03\u548c\u5404\u79cd\u56de\u590d\u9053\u5177\u7684\u5fc5\u8981\u7d20\u6750\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png"", ""name_jp"": ""\u30a2\u30aa\u30ad\u30ce\u30b3"", ""created_at"": 1616846216, ""updated_at"": 1617887105, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2d4"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","24","{""name"": ""\u8bf7\u7ed9\u6211\u7f8e\u5473\u7684\u8611\u83c7"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb38\u4e2a\u7279\u4ea7\u83c7"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u8611\u83c7\u6599\u7406\u4e13\u5356\u5e97\u7684\u5e97\u957f"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f7"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179335","[""user:anonymous""]","[]"
"{""name"": ""\u8702\u871c"", ""desc"": ""\u5177\u6709\u9ad8\u8425\u517b\u4ef7\u503c\u7684\u8702\u871c\u3002\u4e0e\u56de\u590d\u836f\u8c03\u548c\uff0c\u5373\u53ef\u63d0\u9ad8\u56de\u590d\u7684\u6548\u679c\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item3.png"", ""name_jp"": ""\u30cf\u30c1\u30df\u30c4"", ""created_at"": 1616846216, ""updated_at"": 1617887092, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2ca"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","17","{""name"": ""\u5728\u4fee\u6574\u524d\u51fb\u9000\u9570\u9f2c\u9f99"", ""level"": null, ""contract"": null, ""success_condition"": ""\u8ba8\u4f108\u5934\u9570\u9f2c\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u6751\u91cc\u7684\u5e74\u8f7b\u6728\u5320"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f9"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179342","[""user:anonymous""]","[]"
"{""name"": ""\u94c1\u77ff\u77f3"", ""desc"": ""\u80fd\u4ee5\u666e\u901a\u65b9\u5f0f\u91c7\u6398\u5230\u7684\u77ff\u77f3\u3002\u52a0\u4ee5\u7cbe\u70bc\u53ef\u4ee5\u83b7\u5f97\u6cdb\u7528\u6027\u5f3a\u7684\u91d1\u5c5e\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png"", ""name_jp"": ""\u9244\u9271\u77f3"", ""created_at"": 1616846216, ""updated_at"": 1617887225, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb35b"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","8","{""name"": ""\u5706\u5706\u9178\u6d46"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb38\u4e2a\u706b\u7403\u9178\u6d46"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u559c\u6b22\u53ef\u7231\u4e8b\u7269\u7684\u6751\u5e84\u59d1\u5a18"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f6"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179332","[""user:anonymous""]","[]"
"{""name"": ""\u94c1\u77ff\u77f3"", ""desc"": ""\u80fd\u4ee5\u666e\u901a\u65b9\u5f0f\u91c7\u6398\u5230\u7684\u77ff\u77f3\u3002\u52a0\u4ee5\u7cbe\u70bc\u53ef\u4ee5\u83b7\u5f97\u6cdb\u7528\u6027\u5f3a\u7684\u91d1\u5c5e\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png"", ""name_jp"": ""\u9244\u9271\u77f3"", ""created_at"": 1616846216, ""updated_at"": 1617887225, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb35b"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","8","{""name"": ""\u8bf7\u7ed9\u6211\u7f8e\u5473\u7684\u8611\u83c7"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb38\u4e2a\u7279\u4ea7\u83c7"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u8611\u83c7\u6599\u7406\u4e13\u5356\u5e97\u7684\u5e97\u957f"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f7"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179339","[""user:anonymous""]","[]"
"{""name"": ""\u836f\u8349"", ""desc"": ""\u4f5c\u4e3a\u56de\u590d\u836f\u6838\u5fc3\u7d20\u6750\u7684\u8349\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png"", ""name_jp"": ""\u85ac\u8349"", ""created_at"": 1616846216, ""updated_at"": 1617887102, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2cb"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","2","22","{""name"": ""\u8bf7\u7ed9\u6211\u7f8e\u5473\u7684\u8611\u83c7"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb38\u4e2a\u7279\u4ea7\u83c7"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u8611\u83c7\u6599\u7406\u4e13\u5356\u5e97\u7684\u5e97\u957f"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f7"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179337","[""user:anonymous""]","[]"
"{""name"": ""\u6b8b\u7f3a\u9f99\u9aa8"", ""desc"": ""\u8fc7\u53bb\u5728\u6b64\u5730\u65ad\u6c14\u4e4b\u9f99\u7684\u9aa8\u5934\u788e\u7247\u3002\u80fd\u7565\u5fae\u611f\u53d7\u5230\u90a3\u5934\u9f99\u7684\u5a01\u4e25\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png"", ""name_jp"": ""\u6b20\u3051\u305f\u9f8d\u9aa8"", ""created_at"": 1616846216, ""updated_at"": 1617887273, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb373"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","6","{""name"": ""\u98df\u6b32\u65fa\u76db\u7684\u9752\u718a\u517d"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u9752\u718a\u517d"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 2, ""name_en"": null, ""desc"": null, ""client"": ""\u6751\u91cc\u7b2c\u4e00\u7684\u9493\u9c7c\u540d\u4eba"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1fa"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17934e","[""user:anonymous""]","[]"
"{""name"": ""\u8702\u871c"", ""desc"": ""\u5177\u6709\u9ad8\u8425\u517b\u4ef7\u503c\u7684\u8702\u871c\u3002\u4e0e\u56de\u590d\u836f\u8c03\u548c\uff0c\u5373\u53ef\u63d0\u9ad8\u56de\u590d\u7684\u6548\u679c\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item3.png"", ""name_jp"": ""\u30cf\u30c1\u30df\u30c4"", ""created_at"": 1616846216, ""updated_at"": 1617887092, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2ca"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","17","{""name"": ""\u76d8\u8e1e\u5728\u795e\u793e\u7684\u6076\u5f92"", ""level"": null, ""contract"": null, ""success_condition"": ""\u8ba8\u4f108\u5934\u8d3c\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u8654\u8bda\u7684\u827e\u9732\u732b"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f8"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17933b","[""user:anonymous""]","[]"
"{""name"": ""\u94c1\u77ff\u77f3"", ""desc"": ""\u80fd\u4ee5\u666e\u901a\u65b9\u5f0f\u91c7\u6398\u5230\u7684\u77ff\u77f3\u3002\u52a0\u4ee5\u7cbe\u70bc\u53ef\u4ee5\u83b7\u5f97\u6cdb\u7528\u6027\u5f3a\u7684\u91d1\u5c5e\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png"", ""name_jp"": ""\u9244\u9271\u77f3"", ""created_at"": 1616846216, ""updated_at"": 1617887225, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb35b"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","8","{""name"": ""\u5728\u4fee\u6574\u524d\u51fb\u9000\u9570\u9f2c\u9f99"", ""level"": null, ""contract"": null, ""success_condition"": ""\u8ba8\u4f108\u5934\u9570\u9f2c\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 1, ""name_en"": null, ""desc"": null, ""client"": ""\u6751\u91cc\u7684\u5e74\u8f7b\u6728\u5320"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1f9"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179347","[""user:anonymous""]","[]"
"{""name"": ""\u6253\u6d88\u679c\u5b9e"", ""desc"": ""\u6cbb\u6108\u5404\u79cd\u5c5e\u6027\u5f02\u5e38\u4e0e\u5168\u8010\u6027\u4e0b\u964d\u72b6\u6001\u7684\u679c\u5b9e\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png"", ""name_jp"": ""\u30a6\u30c1\u30b1\u30b7\u306e\u5b9f"", ""created_at"": 1616846216, ""updated_at"": 1617887093, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb291"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","14","{""name"": ""\u5f39\u7259\uff0c\u723d\u6ed1"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb310\u4e2a\u6728\u7b4f\u7261\u86ce"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 2, ""name_en"": null, ""desc"": null, ""client"": ""\u65e0\u6cd5\u5fd8\u8bb0\u90a3\u5473\u9053\u7684\u7537\u4eba"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b1fb"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179355","[""user:anonymous""]","[]"
