"name","desc","image","name_jp","created_at","updated_at","created_by","id","_read_perm","_write_perm"
"蜘蛛网","黏性强的蜘蛛网。调和落穴陷阱所需网的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item48.png","クモの巣","1616846216","1617887097","80067813","605f1d89916275061eccb2ba","[""user:anonymous""]","[]"
"贪吃鲔鱼王","更大一圈的贪吃鲔鱼。很大的东西也能轻松吃掉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item46.png","ドス大食いマグロ","1616846216","1617887097","80067813","605f1d89916275061eccb2c4","[""user:anonymous""]","[]"
"陷阱工具","制作落穴陷阱等等各种机关时的必要工具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item11.png","トラップツール","1616846216","1617887097","80067813","605f1d89916275061eccb2bc","[""user:anonymous""]","[]"
"远古秘药","完全回复体力与耐力的药。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item39.png","いにしえの秘薬","1616846216","1617887097","80067813","605f1d89916275061eccb28e","[""user:anonymous""]","[]"
"生肉","从怪物身上剥取的肉。可用于调和调理或设为陷阱，据说水没林的鱼也非常喜欢。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item38.png","生肉","1616846216","1617887097","80067813","605f1d89916275061eccb2af","[""user:anonymous""]","[]"
"守护之爪","提升防御力的护符。加入了强者之爪，进一步增强护符的效果。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item33.png","守りの爪","1616846216","1617887098","80067813","605f1d89916275061eccb2c8","[""user:anonymous""]","[]"
"增强剂","可以将素材及药品的效力发挥到最大极限的药剂。无法单独使用。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","増強剤","1616846216","1617887098","80067813","605f1d89916275061eccb2c9","[""user:anonymous""]","[]"
"鬼人药G","据说得到的攻击力更胜鬼人药的梦幻药品。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item42.png","鬼人薬グレート","1616846216","1617887098","80067813","605f1d89916275061eccb29d","[""user:anonymous""]","[]"
"烤熟的肉","可完全回复耐力的食物。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item7.png","こんがり肉","1616846216","1617887098","80067813","605f1d89916275061eccb297","[""user:anonymous""]","[]"
"鬼人粉尘","将暂时提高攻击力的粉尘撒向四周。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","鬼人の粉塵","1616846216","1617887099","80067813","605f1d89916275061eccb2a4","[""user:anonymous""]","[]"
"捕获用麻醉球","捕获中陷阱的怪物时专用的投掷式麻醉球。可通过敲打地面等方式使用。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item9.png","捕獲用麻酔玉","1616846216","1617887099","80067813","605f1d89916275061eccb2a9","[""user:anonymous""]","[]"
"毒烟雾球","投掷后喷出毒烟的烟雾球。作为害虫对策大受主妇们欢迎。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item21.png","毒けむり玉","1616846216","1617887099","80067813","605f1d89916275061eccb2aa","[""user:anonymous""]","[]"
"回归球","可以在瞬间返回最靠近的营地。战斗状态也能使用。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item21.png","モドリ玉","1616846216","1617887099","80067813","605f1d89916275061eccb2ab","[""user:anonymous""]","[]"
"麻痹生肉","吃下后会麻痹的生肉。可作为陷阱使用。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item38.png","シビレ生肉","1616846216","1617887099","80067813","605f1d89916275061eccb2b1","[""user:anonymous""]","[]"
"大木桶","空空如也的大桶。与炸药调和就会变成爆弹。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item13.png","大タル","1616846216","1617887100","80067813","605f1d89916275061eccb2b6","[""user:anonymous""]","[]"
"刺身鱼","脂肪丰厚的美味鲜鱼。食用后回复少量体力。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item46.png","サシミウオ","1616846216","1617887100","80067813","605f1d89916275061eccb2bf","[""user:anonymous""]","[]"
"大桶爆弹","受到冲击就会爆炸的爆弹。威力甚大。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item10.png","大タル爆弾","1616846216","1617887100","80067813","605f1d89916275061eccb2b7","[""user:anonymous""]","[]"
"落阳草的花","畏惧光线，仅在暗处绽放的落阳草的花。据说含有治愈成分。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","落陽草の花","1616846216","1617887100","80067813","605f1d89916275061eccb2d2","[""user:anonymous""]","[]"
"眠草","秘藏睡眠作用的草。调和捕获用麻醉球的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","ネムリ草","1616846216","1617887101","80067813","605f1d89916275061eccb2d0","[""user:anonymous""]","[]"
"LV1通常弹","可谓新手专用的弹药。基本不要对伤害抱有期待。常备物品，弹量无限。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","LV1 通常弾","1616846216","1617887101","80067813","605f1d89916275061eccb2f2","[""user:anonymous""]","[]"
"落阳草","散发香气的奇草，仅能在背阴处生长。为除臭球的核心素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","落陽草","1616846216","1617887101","80067813","605f1d89916275061eccb2d1","[""user:anonymous""]","[]"
"贯穿电击弹","附带强力雷属性的贯穿弹。雷属性的弹药可打出多次伤害。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item16.png","貫通電撃弾","1616846216","1617887101","80067813","605f1d89916275061eccb309","[""user:anonymous""]","[]"
"流水草","草叶里蓄积大量水分的草。调和水冷弹的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","流水草","1616846216","1617887101","80067813","605f1d89916275061eccb2ce","[""user:anonymous""]","[]"
"药草","作为回复药核心素材的草。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","薬草","1616846216","1617887102","80067813","605f1d89916275061eccb2cb","[""user:anonymous""]","[]"
"曼陀罗","使用方式错误可能会致死的危险蘑菇。调和秘药的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","マンドラゴラ","1616846216","1617887102","80067813","605f1d89916275061eccb2d5","[""user:anonymous""]","[]"
"炸裂沙丁鱼","死亡时会炸裂的鱼。调和消散剂的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item46.png","はじけイワシ","1616846216","1617887102","80067813","605f1d89916275061eccb2df","[""user:anonymous""]","[]"
"着火果实","一种树果，可用于调和提高弹药威力的火药粉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","チャッカの実","1616846216","1617887102","80067813","605f1d89916275061eccb2eb","[""user:anonymous""]","[]"
"发火果实","一种树果，可用于调和大幅提高弹药威力的火药粉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","ハッカの実","1616846216","1617887102","80067813","605f1d89916275061eccb2ef","[""user:anonymous""]","[]"
"LV1扩散弹","命中时飞出3个爆弹的弹药。爆炸会影响队友，需要小心注意。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item18.png","LV1 拡散弾","1616846216","1617887103","80067813","605f1d89916275061eccb301","[""user:anonymous""]","[]"
"水冷弹","附带强力水属性的弹药。对弱水的怪物效果拔群。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","水冷弾","1616846216","1617887103","80067813","605f1d89916275061eccb306","[""user:anonymous""]","[]"
"屠龙果实","据说是龙厌恶忌讳的果实。调和灭龙弹的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item47.png","龍殺しの実","1616846216","1617887103","80067813","605f1d89916275061eccb2e7","[""user:anonymous""]","[]"
"大着火鲣鱼","特大尺寸的着火鲣鱼若与火药草调和，就能精制出大量火药粉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item46.png","ドスチャッカツオ","1616846216","1617887103","80067813","605f1d89916275061eccb2ed","[""user:anonymous""]","[]"
"LV3放散弹","可以大范围攻击的弹药。拥有放散弹中最大的射程与最多的命中次数。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item15.png","LV3 放散弾","1616846216","1617887104","80067813","605f1d89916275061eccb2fd","[""user:anonymous""]","[]"
"贯穿水冷弹","附带强力水属性的贯穿弹。水属性的弹药可打出多次伤害。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item16.png","貫通水冷弾","1616846216","1617887104","80067813","605f1d89916275061eccb307","[""user:anonymous""]","[]"
"怪物的粪","名副其实，散发着强烈的臭味。为异臭球的核心素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item56.png","モンスターのフン","1616846216","1617887104","80067813","605f1d89916275061eccb2e0","[""user:anonymous""]","[]"
"麻痹菇","秘藏麻痹作用的蘑菇。调和捕获用麻醉球的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","マヒダケ","1616846216","1617887104","80067813","605f1d89916275061eccb2d8","[""user:anonymous""]","[]"
"解毒草","作为解毒药核心素材的草。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","げどく草","1616846216","1617887104","80067813","605f1d89916275061eccb2cc","[""user:anonymous""]","[]"
"LV1贯穿弹","有贯穿效果的弹药。视怪物情况甚至可以造成多次伤害。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item16.png","LV1 貫通弾","1616846216","1617887105","80067813","605f1d89916275061eccb2f5","[""user:anonymous""]","[]"
"LV2扩散弹","命中时飞出4个爆弹的弹药。爆炸会影响队友，需要小心注意。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item18.png","LV2 拡散弾","1616846216","1617887105","80067813","605f1d89916275061eccb302","[""user:anonymous""]","[]"
"蓝蘑菇","秘藏增强作用的蘑菇。调和各种回复道具的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","アオキノコ","1616846216","1617887105","80067813","605f1d89916275061eccb2d4","[""user:anonymous""]","[]"
"光虫","死亡时发出强烈闪光的虫。为闪光球的核心素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png","光蟲","1616846216","1617887105","80067813","605f1d89916275061eccb2dd","[""user:anonymous""]","[]"
"LV3火药粉","优质的粉末状火药。与LV1的弹药调和即可提升弹药的等级。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","LV3 火薬粉","1616846216","1617887106","80067813","605f1d89916275061eccb2ee","[""user:anonymous""]","[]"
"电击弹","附带强力雷属性的弹药。对弱雷的怪物效果拔群。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","電撃弾","1616846216","1617887106","80067813","605f1d89916275061eccb308","[""user:anonymous""]","[]"
"心跳加速菇","散发奇妙味道的蘑菇。调和回归球的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","ドキドキノコ","1616846216","1617887106","80067813","605f1d89916275061eccb2d9","[""user:anonymous""]","[]"
"硝化伞菇","秘藏高温的稀有蘑菇。调和爆弹所需炸药的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","ニトロダケ","1616846216","1617887106","80067813","605f1d89916275061eccb2d6","[""user:anonymous""]","[]"
"不死虫","据说有千年寿命的虫。只要和其他道具调和，就能将特性附加到粉尘上。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png","不死虫","1616846216","1617887106","80067813","605f1d89916275061eccb2db","[""user:anonymous""]","[]"
"扩散金鱼","死亡时会扩散的鱼。与大桶爆弹调和，能大幅提升其威力。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item46.png","カクサンデメキン","1616846216","1617887107","80067813","605f1d89916275061eccb2de","[""user:anonymous""]","[]"
"贯穿果实","具有螺旋状沟槽的树果。为贯穿弹的核心素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item47.png","ツラヌキの実","1616846216","1617887107","80067813","605f1d89916275061eccb2e2","[""user:anonymous""]","[]"
"着火鲣鱼","死亡时会起火的鱼。若与火药草调和，就能精制出火药粉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item46.png","チャッカツオ","1616846216","1617887107","80067813","605f1d89916275061eccb2ec","[""user:anonymous""]","[]"
"LV3通常弹","使用优质火药的弹药。虽是单发但弹速极快，威力也很强。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","LV3 通常弾","1616846216","1617887107","80067813","605f1d89916275061eccb2f4","[""user:anonymous""]","[]"
"LV3穿甲榴弹","刺进怪物后大爆炸的弹药。击中头部可使怪物昏厥。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item17.png","LV3 徹甲榴弾","1616846216","1617887107","80067813","605f1d89916275061eccb300","[""user:anonymous""]","[]"
"针果实","像针一样锐利的树果。为散弹的核心素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item47.png","ハリの実","1616846216","1617887108","80067813","605f1d89916275061eccb2e3","[""user:anonymous""]","[]"
"LV3扩散弹","命中时飞出5个爆弹的弹药。爆炸会影响队友，需要小心注意。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item18.png","LV3 拡散弾","1616846216","1617887108","80067813","605f1d89916275061eccb303","[""user:anonymous""]","[]"
"火药草","秘藏发火作用的奇草。调和炸药及火炎弹的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","火薬草","1616846216","1617887108","80067813","605f1d89916275061eccb2cd","[""user:anonymous""]","[]"
"毒菇","秘藏毒素的蘑菇。调和毒烟雾球的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","毒テングダケ","1616846216","1617887108","80067813","605f1d89916275061eccb2d7","[""user:anonymous""]","[]"
"雷光虫","受到冲击就会放电的昆虫。调和麻痹陷阱及电击弹的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png","雷光虫","1616846216","1617887108","80067813","605f1d89916275061eccb2dc","[""user:anonymous""]","[]"
"霜降草","会释放如冰寒气的草。调和冰结弹的必要素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","霜ふり草","1616846216","1617887109","80067813","605f1d89916275061eccb2cf","[""user:anonymous""]","[]"
"发火旗鱼","死亡时会起火的鱼。若与火药草调和，就能精制出优质火药粉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item46.png","ハッカジキ","1616846216","1617887109","80067813","605f1d89916275061eccb2f0","[""user:anonymous""]","[]"
"爆裂果实","作为穿甲榴弹核心素材的树果。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item47.png","バクレツの実","1616846216","1617887109","80067813","605f1d89916275061eccb2e5","[""user:anonymous""]","[]"
"扩散果实","受到冲击就会破裂的树果。为扩散弹的核心素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item47.png","カクサンの実","1616846216","1617887109","80067813","605f1d89916275061eccb2e6","[""user:anonymous""]","[]"
"LV3散弹","近战特化型弹药。命中次数为散弹系最高。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item15.png","LV3 散弾","1616846216","1617887110","80067813","605f1d89916275061eccb2fa","[""user:anonymous""]","[]"
"冰结弹","附带强力冰属性的弹药。对弱冰的怪物效果拔群。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","氷結弾","1616846216","1617887110","80067813","605f1d89916275061eccb30a","[""user:anonymous""]","[]"
"烟果实","能产生大量烟气的果实。只要与其他道具调和，就能将特性附加到烟上。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","ケムリの実","1616846216","1617887110","80067813","605f1d89916275061eccb2e1","[""user:anonymous""]","[]"
"空心果实","外壳坚硬的树果。为放散弹的核心素材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item47.png","カラの実","1616846216","1617887110","80067813","605f1d89916275061eccb2e4","[""user:anonymous""]","[]"
"木天蓼","梅拉露的最爱。看到了根本把持不住。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","マタタビ","1616846216","1617887110","80067813","605f1d89916275061eccb2d3","[""user:anonymous""]","[]"
"LV2通常弹","一般的弹药。比LV1威力更强。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","LV2 通常弾","1616846216","1617887111","80067813","605f1d89916275061eccb2f3","[""user:anonymous""]","[]"
"LV2火药粉","粉末状的火药。与LV1的弹药调和即可提升弹药的等级。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","LV2 火薬粉","1616846216","1617887111","80067813","605f1d89916275061eccb2ea","[""user:anonymous""]","[]"
